isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_category,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
9780002005883,0002005883,Gilead,Marilynne Robinson,Fiction,http://books.google.com/books/content?id=KQZCPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A NOVEL THAT READERS and critics have been eagerly anticipating for over a decade, Gilead is an astonishingly imagined story of remarkable lives. John Ames is a preacher, the son of a preacher and the grandson (both maternal and paternal) of preachers. It’s 1956 in Gilead, Iowa, towards the end of the Reverend Ames’s life, and he is absorbed in recording his family’s story, a legacy for the young son he will never see grow up. Haunted by his grandfather’s presence, John tells of the rift between his grandfather and his father: the elder, an angry visionary who fought for the abolitionist cause, and his son, an ardent pacifist. He is troubled, too, by his prodigal namesake, Jack (John Ames) Boughton, his best friend’s lost son who returns to Gilead searching for forgiveness and redemption. Told in John Ames’s joyous, rambling voice that finds beauty, humour and truth in the smallest of life’s details, Gilead is a song of celebration and acceptance of the best and the worst the world has to offer. At its heart is a tale of the sacred bonds between fathers and sons, pitch-perfect in style and story, set to dazzle critics and readers alike.",2004.0,3.85,247.0,361.0,Gilead,"9780002005883 A NOVEL THAT READERS and critics have been eagerly anticipating for over a decade, Gilead is an astonishingly imagined story of remarkable lives. John Ames is a preacher, the son of a preacher and the grandson (both maternal and paternal) of preachers. It’s 1956 in Gilead, Iowa, towards the end of the Reverend Ames’s life, and he is absorbed in recording his family’s story, a legacy for the young son he will never see grow up. Haunted by his grandfather’s presence, John tells of the rift between his grandfather and his father: the elder, an angry visionary who fought for the abolitionist cause, and his son, an ardent pacifist. He is troubled, too, by his prodigal namesake, Jack (John Ames) Boughton, his best friend’s lost son who returns to Gilead searching for forgiveness and redemption. Told in John Ames’s joyous, rambling voice that finds beauty, humour and truth in the smallest of life’s details, Gilead is a song of celebration and acceptance of the best and the worst the world has to offer. At its heart is a tale of the sacred bonds between fathers and sons, pitch-perfect in style and story, set to dazzle critics and readers alike.",Fiction,0.7740874886512756,0.025068948045372963,0.0028101904317736626,0.009232318960130215,0.16047894954681396,0.052508436143398285,0.0022289452608674765,0.017477912828326225,0.010262144729495049,0.03225050866603851,0.007913750596344471,0.004484942648559809,0.0019068632973358035,0.3932342827320099,0.007522864732891321,0.003743789391592145,0.023659592494368553,0.7426798343658447,0.01770293526351452,0.009589632973074913,0.00865146704018116,0.02031935565173626,0.0353141613304615,0.017462190240621567,0.0219810102134943,0.7053227424621582,0.02682442031800747,0.9391067624092102
9780002261982,0002261987,Spider's Web,Charles Osborne;Agatha Christie,Detective and mystery stories,http://books.google.com/books/content?id=gA5GPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new 'Christie for Christmas' -- a full-length novel adapted from her acclaimed play by Charles Osborne Following BLACK COFFEE and THE UNEXPECTED GUEST comes the final Agatha Christie play novelisation, bringing her superb storytelling to a new legion of fans. Clarissa, the wife of a Foreign Office diplomat, is given to daydreaming. 'Supposing I were to come down one morning and find a dead body in the library, what should I do?' she muses. Clarissa has her chance to find out when she discovers a body in the drawing-room of her house in Kent. Desperate to dispose of the body before her husband comes home with an important foreign politician, Clarissa persuades her three house guests to become accessories and accomplices. It seems that the murdered man was not unknown to certain members of the house party (but which ones?), and the search begins for the murderer and the motive, while at the same time trying to persuade a police inspector that there has been no murder at all... SPIDER'S WEB was written in 1954 specifically for Margaret Lockwood and opened first at the Theatre Royal Nottingham before moving to the Savoy Theatre in London on 14 December 1954. With THE MOUSETRAP and WI",2000.0,3.83,241.0,5164.0,Spider's Web: A Novel,"9780002261982 A new 'Christie for Christmas' -- a full-length novel adapted from her acclaimed play by Charles Osborne Following BLACK COFFEE and THE UNEXPECTED GUEST comes the final Agatha Christie play novelisation, bringing her superb storytelling to a new legion of fans. Clarissa, the wife of a Foreign Office diplomat, is given to daydreaming. 'Supposing I were to come down one morning and find a dead body in the library, what should I do?' she muses. Clarissa has her chance to find out when she discovers a body in the drawing-room of her house in Kent. Desperate to dispose of the body before her husband comes home with an important foreign politician, Clarissa persuades her three house guests to become accessories and accomplices. It seems that the murdered man was not unknown to certain members of the house party (but which ones?), and the search begins for the murderer and the motive, while at the same time trying to persuade a police inspector that there has been no murder at all... SPIDER'S WEB was written in 1954 specifically for Margaret Lockwood and opened first at the Theatre Royal Nottingham before moving to the Savoy Theatre in London on 14 December 1954. With THE MOUSETRAP and WI",Fiction,0.8832985162734985,0.002409779466688633,0.004790700040757656,0.020327884703874588,0.06546203047037125,0.003575374139472842,0.4401264786720276,0.31999900937080383,0.020270174369215965,0.024230321869254112,0.005882376339286566,0.003446542890742421,0.006136402487754822,0.006577418651431799,0.018172279000282288,0.004589700605720282,0.002211568644270301,0.003300206735730171,0.0028697361703962088,0.00846796203404665,0.009926099330186844,0.003875446505844593,0.04341711103916168,0.000831842829938978,0.003297799965366721,0.024937447160482407,0.020296936854720116,0.968702495098114
9780006178736,0006178731,Rage of angels,Sidney Sheldon,Fiction,http://books.google.com/books/content?id=FKo2TgANz74C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A memorable, mesmerizing heroine Jennifer -- brilliant, beautiful, an attorney on the way up until the Mafia's schemes win her the hatred of an implacable enemy -- and a love more destructive than hate. A dangerous, dramatic world The Dark Arena of organized crime and flashbulb lit courtrooms where ambitious prosecutors begin their climb to political power.",1993.0,3.93,512.0,29532.0,Rage of angels,"9780006178736 A memorable, mesmerizing heroine Jennifer -- brilliant, beautiful, an attorney on the way up until the Mafia's schemes win her the hatred of an implacable enemy -- and a love more destructive than hate. A dangerous, dramatic world The Dark Arena of organized crime and flashbulb lit courtrooms where ambitious prosecutors begin their climb to political power.",Fiction,0.862983226776123,0.0015157979214563966,0.042628638446331024,0.037846196442842484,0.0700305625796318,0.005493722390383482,0.004085857421159744,0.0014326183591037989,0.003704266855493188,0.026093659922480583,0.03061402030289173,0.010018237866461277,0.001932736486196518,0.003385021584108472,0.3659707009792328,0.003002194222062826,0.001431571668945253,0.0020166095346212387,0.042395591735839844,0.009504818357527256,0.011953633278608322,0.00527328671887517,0.028677254915237427,0.0014407671988010406,0.0008726639207452536,0.009702421724796295,0.0022772199008613825,0.4781024158000946
9780006280897,0006280897,The Four Loves,Clive Staples Lewis,Christian life,http://books.google.com/books/content?id=XhQ5XsFcpGIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lewis' work on the nature of love divides love into four categories; Affection, Friendship, Eros and Charity. The first three come naturally to humanity. Charity, however, the Gift-love of God, is divine, and without this supernatural love, the natural loves become distorted and even dangerous.",2002.0,4.15,170.0,33684.0,The Four Loves,"9780006280897 Lewis' work on the nature of love divides love into four categories; Affection, Friendship, Eros and Charity. The first three come naturally to humanity. Charity, however, the Gift-love of God, is divine, and without this supernatural love, the natural loves become distorted and even dangerous.",Nonfiction,0.23432452976703644,0.0015944449696689844,0.011205623857676983,0.015147600322961807,0.4754309356212616,0.08269350975751877,0.004918242804706097,0.0026036258786916733,0.0028870543465018272,0.013805857859551907,0.02892426587641239,0.005465297494083643,0.0012422517174854875,0.004044887609779835,0.08913379907608032,0.002256239764392376,0.0026959404349327087,0.004431231413036585,0.23777568340301514,0.011858249083161354,0.01274868194013834,0.005643917713314295,0.09118534624576569,0.0034007015638053417,0.0025377641431987286,0.015932979062199593,0.0019726448226720095,0.7189856171607971
9780006280934,0006280935,The Problem of Pain,Clive Staples Lewis,Christian life,http://books.google.com/books/content?id=Kk-uVe5QK-gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""In The Problem of Pain, C.S. Lewis, one of the most renowned Christian authors and thinkers, examines a universally applicable question within the human condition: If God is good and all-powerful, why does he allow his creatures to suffer pain? With his signature wealth of compassion and insight, C.S. Lewis offers answers to these crucial questions and shares his hope and wisdom to help heal a world hungering for a true understanding of human nature.""--Amazon.",2002.0,4.09,176.0,37569.0,The Problem of Pain,"9780006280934 ""In The Problem of Pain, C.S. Lewis, one of the most renowned Christian authors and thinkers, examines a universally applicable question within the human condition: If God is good and all-powerful, why does he allow his creatures to suffer pain? With his signature wealth of compassion and insight, C.S. Lewis offers answers to these crucial questions and shares his hope and wisdom to help heal a world hungering for a true understanding of human nature.""--Amazon.",Nonfiction,0.8568076491355896,0.002811889164149761,0.004111251328140497,0.012655858881771564,0.3573809266090393,0.1924636960029602,0.10809541493654251,0.4264003336429596,0.025101255625486374,0.013699364848434925,0.009628195315599442,0.0024239891208708286,0.0011778314365074039,0.003524769563227892,0.00205762917175889,0.02496642805635929,0.0009801082778722048,0.0026866320986300707,0.004519565496593714,0.0009730193996801972,0.43774256110191345,0.005499381106346846,0.015883328393101692,0.004264215938746929,0.0014875258784741163,0.011700925417244434,0.0032866722904145718,0.9698081612586975
9780006380832,0006380832,Empires of the Monsoon,Richard Hall,"Africa, East",http://books.google.com/books/content?id=MuPEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Until Vasco da Gama discovered the sea-route to the East in 1497-9 almost nothing was known in the West of the exotic cultures and wealth of the Indian Ocean and its peoples. It is this civilization and its destruction at the hands of the West that Richard Hall recreates in this book. Hall's history of the exploration and exploitation by Chinese and Arab travellers, and by the Portuguese, Dutch and British alike is one of brutality, betrayal and colonial ambition.",1998.0,4.41,608.0,65.0,Empires of the Monsoon: A History of the Indian Ocean and Its Invaders,"9780006380832 Until Vasco da Gama discovered the sea-route to the East in 1497-9 almost nothing was known in the West of the exotic cultures and wealth of the Indian Ocean and its peoples. It is this civilization and its destruction at the hands of the West that Richard Hall recreates in this book. Hall's history of the exploration and exploitation by Chinese and Arab travellers, and by the Portuguese, Dutch and British alike is one of brutality, betrayal and colonial ambition.",Nonfiction,0.01627143658697605,0.0019321709405630827,0.003408033400774002,0.025629587471485138,0.09941719472408295,0.0011240580352023244,0.010757884941995144,0.003856832627207041,0.0013363613979890943,0.06604800373315811,0.01373959332704544,0.0063695344142615795,0.003995861392468214,0.003767839865759015,0.004352685995399952,0.0013989713042974472,0.002834388753399253,0.0017360001802444458,0.0019892039708793163,0.001240984653122723,0.004036376718431711,0.0020380071364343166,0.20016545057296753,0.0024914927780628204,0.0017926559085026383,0.043310295790433884,0.010770943015813828,0.8253066539764404
9780006470229,000647022X,The Gap Into Madness,Stephen R. Donaldson,"Hyland, Morn (Fictitious character)",http://books.google.com/books/content?id=4oXavLNDWocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new-cover reissue of the fourth book in the bestselling five-volume sf series created by the world-famous author of the Thomas Covenant chronicles -- and acclaimed as the 'best work of his career'. Events were not moving as the Amnion had intended. Once again humans had been false in their dealings with the aliens. As the planetoid Thanatos Minor exploded into atoms, the Trumpet hurtled into space only one step ahead of hostile pursuers. On board were Morn Hyland and her force-grown son Davies, cyborg Angus Thermopyle and Captain Nick Succorso -- old enemies thrown together in a desperate bid for survival. For both the Amnion and the UMCP, the immediate capture of the fleeing ship and the secrets it contained was imperative. But for Trumpet's exhausted crew the only hope lay in an illegal lab in the distant binary solar system of Valdor Industrial. It would be a journey of unpredictable danger -- from which not all would return...",1994.0,4.15,743.0,103.0,The Gap Into Madness: Chaos and Order,"9780006470229 A new-cover reissue of the fourth book in the bestselling five-volume sf series created by the world-famous author of the Thomas Covenant chronicles -- and acclaimed as the 'best work of his career'. Events were not moving as the Amnion had intended. Once again humans had been false in their dealings with the aliens. As the planetoid Thanatos Minor exploded into atoms, the Trumpet hurtled into space only one step ahead of hostile pursuers. On board were Morn Hyland and her force-grown son Davies, cyborg Angus Thermopyle and Captain Nick Succorso -- old enemies thrown together in a desperate bid for survival. For both the Amnion and the UMCP, the immediate capture of the fleeing ship and the secrets it contained was imperative. But for Trumpet's exhausted crew the only hope lay in an illegal lab in the distant binary solar system of Valdor Industrial. It would be a journey of unpredictable danger -- from which not all would return...",Fiction,0.8450432419776917,0.0017188942292705178,0.009581424295902252,0.13456091284751892,0.17158176004886627,0.012187937274575233,0.028180468827486038,0.005160220433026552,0.015507606789469719,0.33654630184173584,0.33125919103622437,0.005104925483465195,0.003919493872672319,0.004786026198416948,0.24883568286895752,0.017771698534488678,0.0017525394214317203,0.002836045576259494,0.002072864444926381,0.015653299167752266,0.08790898323059082,0.0066488273441791534,0.03225649893283844,0.0017900466918945312,0.005370973609387875,0.05327102541923523,0.0036063282750546932,0.9512789249420166
9780006472612,0006472613,Master of the Game,Sidney Sheldon,Adventure stories,http://books.google.com/books/content?id=TkTYp-Tp6_IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Kate Blackwell is an enigma and one of the most powerful women in the world. But at her ninetieth birthday celebrations there are ghosts of absent friends and absent enemies.,1982.0,4.11,489.0,43540.0,Master of the Game,9780006472612 Kate Blackwell is an enigma and one of the most powerful women in the world. But at her ninetieth birthday celebrations there are ghosts of absent friends and absent enemies.,Nonfiction,0.9390323758125305,0.01247562188655138,0.002891340060159564,0.006990277674049139,0.061024587601423264,0.0030128145590424538,0.0027866060845553875,0.0022417681757360697,0.004598556086421013,0.011819048784673214,0.006953047122806311,0.002067721216008067,0.004979691933840513,0.11053208261728287,0.009201759472489357,0.012877342291176319,0.011513923294842243,0.2945784628391266,0.004319627769291401,0.009577673859894276,0.005785696674138308,0.006638822611421347,0.06731756031513214,0.01754544861614704,0.0018921114969998598,0.06065915524959564,0.04851242154836655,0.18175038695335388
9780006482079,0006482074,Warhost of Vastmark,Janny Wurts,Fiction,http://books.google.com/books/content?id=uOL0fpS9WZkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tricked once more by his wily half-brother, Lysaer, Lord of Light, arrives at the tiny harbor town of Merior to find that Arithon's ship yards have been abandoned and meticulously destroyed, and that the Master of Shadow has disappeared as if into thin air. Meanwhile Arithon and the Mad Prophet Dakar are traveling on foot through the treacherous Kelhorn Mountains towards the Vastmark clans, there to raise further support for his cause. But raising a warhost is a costly business. Is it mere coincidence that Princess Talith—Lysaer's beautiful, headstrong wife—is taken captive and held for a vast ransom by a master brigand? The forces of light and shadow circle and feint, drawing ever closer to a huge conflict. And in the background the Fellowship of Seven Sorcerers and the Koriani Enchantresses watch and plan, and wait.",1995.0,4.03,522.0,2966.0,Warhost of Vastmark,"9780006482079 Tricked once more by his wily half-brother, Lysaer, Lord of Light, arrives at the tiny harbor town of Merior to find that Arithon's ship yards have been abandoned and meticulously destroyed, and that the Master of Shadow has disappeared as if into thin air. Meanwhile Arithon and the Mad Prophet Dakar are traveling on foot through the treacherous Kelhorn Mountains towards the Vastmark clans, there to raise further support for his cause. But raising a warhost is a costly business. Is it mere coincidence that Princess Talith—Lysaer's beautiful, headstrong wife—is taken captive and held for a vast ransom by a master brigand? The forces of light and shadow circle and feint, drawing ever closer to a huge conflict. And in the background the Fellowship of Seven Sorcerers and the Koriani Enchantresses watch and plan, and wait.",Fiction,0.20669059455394745,0.002366969594731927,0.004477221053093672,0.05102360621094704,0.08769471943378448,0.006623789668083191,0.1519937366247177,0.6162864565849304,0.005963394418358803,0.04254237189888954,0.1578873097896576,0.010205143131315708,0.004830246791243553,0.006029091309756041,0.017419323325157166,0.0017365763196721673,0.006317928433418274,0.0024591381661593914,0.005310963373631239,0.003747280454263091,0.016097618266940117,0.0007793389959260821,0.029774991795420647,0.0016541248187422752,0.0017021317034959793,0.14529092609882355,0.031294673681259155,0.9513002038002014
9780006483014,0006483011,The Once and Future King,Terence Hanbury White,Arthurian romances,http://books.google.com/books/content?id=Jx6BvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An omnibus volume of the author's complete story of the Arthurian epic which includes: ""The sword in the stone"" (1939), ""The witch in the wood"" (1939), ""The ill-made knight"" (1940), ""The candle in the wind"" (published for the first time), and ""The book of Merlyn."" 1996.",1996.0,4.04,823.0,2805.0,The Once and Future King,"9780006483014 An omnibus volume of the author's complete story of the Arthurian epic which includes: ""The sword in the stone"" (1939), ""The witch in the wood"" (1939), ""The ill-made knight"" (1940), ""The candle in the wind"" (published for the first time), and ""The book of Merlyn."" 1996.",Fiction,0.004803244955837727,0.001682234462350607,0.0014763373183086514,0.0052402508445084095,0.025136392563581467,0.0007780486484989524,0.002602232154458761,0.0013251914642751217,0.0014449029695242643,0.004130883142352104,0.0032357508316636086,0.0015903443563729525,0.0007435635779984295,0.002410607412457466,0.0014455333584919572,0.0010753158712759614,0.00043509851093403995,0.0030428157187998295,0.0010749947978183627,0.00045739003689959645,0.002644467167556286,0.0005156341940164566,0.01894344575703144,0.0005965306190773845,0.0004383661434985697,0.0026243352331221104,0.001302179298363626,0.9524426460266113
